apparent_temperature,cloud_cover,is_day,precipitation,pressure_msl,rain,relative_humidity_2m,showers,snowfall,surface_pressure,temperature_2m,weather_code,wind_direction_10m,wind_gusts_10m,wind_speed_10m,elevation,latitude,longitude,timezone,timezone_abbreviation,utc_offset_seconds,previsao_condicao_climatica
45.97506420491945,20.192464647961017,1.0,38.557433186439944,1034.4881223465502,5.377061312556699,71.50741450243984,39.16548501362539,3.7615816874794525,1037.7937447904594,21.255838011102163,10.945062364547232,335.80662712536576,33.492423647032396,55.87571607634996,186.80526291082612,-54.01166090591957,142.44205523575937,America/Sao_Paulo,GMT-3,-10800,Estável (Suporte Disponível)
42.061910909999355,33.16548875346197,0.0,54.550471214955,951.6780140109885,29.619131103573753,38.94465037189142,59.27863895405754,18.054890478779026,989.0526338598179,5.4573288957192005,26.018824758262447,21.802209363306716,41.490603037518966,13.823017987391033,558.8140109056592,10.485642988599068,91.23899857436129,America/Sao_Paulo,GMT-3,-10800,Suave (Verde)
-17.394291538042232,8.572122088444589,1.0,25.113219615869916,925.5270053843983,23.501575369308462,31.27430252330511,35.84180187541058,1.9027648691015986,982.0258182685304,14.022290337072036,62.935736973585485,28.8483426133153,47.238836363905165,23.758769448513753,1864.4136021349746,-85.27690200757992,80.34771081985389,America/Sao_Paulo,GMT-3,-10800,Suave (Verde)
8.722501986665527,66.34098494840181,1.0,6.687683773274598,1049.1192267162578,0.4694186819058799,57.76249372696747,59.0892627833528,22.608399210591397,901.3672699875169,1.227173758813862,45.16659727394611,183.96059248494277,41.33579352410481,32.813636966884005,1896.8909491110421,-42.19159492306677,19.406810644646896,America/Sao_Paulo,GMT-3,-10800,Estável (Suporte Disponível)
-9.644626693505352,13.156472319159684,1.0,6.924895520592611,906.6509092825282,56.82960567604718,33.38401716475775,55.034849302483096,19.19793500012817,999.781515790326,48.10123383212465,55.29289141139637,88.24953164584966,0.34113372898061156,59.6299130086413,156.5228686668665,45.78042451920376,-61.3699385336225,America/Sao_Paulo,GMT-3,-10800,Suave (Verde)
-27.140096947537245,54.964013081693295,1.0,2.5843205668544034,926.7606235573861,8.961884825640755,47.52608119988473,19.787751324342715,8.648581352992899,956.8250312992628,36.96408261788565,6.215857150195481,202.7347045021952,16.403876519199393,36.75693703045299,644.5326915925034,35.825002786563346,113.47953519252945,America/Sao_Paulo,GMT-3,-10800,Moderado (Atenção Amarela)
-28.136921278744545,80.99111850051519,0.0,44.4856245664527,1019.6716717686622,24.579517456950587,30.789326953313,58.79343654439663,20.789383691649235,957.0211281328636,-7.80131591718046,31.94714009171067,38.60824680343134,11.75192881579119,46.56763862038179,1526.852927196885,-44.78783308237533,-49.94500685672406,America/Sao_Paulo,GMT-3,-10800,Suave (Verde)
36.888287517378714,47.54683215047296,1.0,29.611216513218636,926.6686377034474,44.8612595202881,0.08691979303038222,51.074171262200295,20.119375098803793,956.0772433921829,-21.691001277106725,4.6439790629894,3.6122929210789545,2.547262550215874,20.665017355011198,98.92895213978692,-68.01125103363356,-120.21074806954681,America/Sao_Paulo,GMT-3,-10800,Suave (Verde)
41.25590500023117,92.8625497249626,1.0,11.260065229814423,1024.905783320082,41.56777846258829,37.70425234122909,7.157358019272473,26.950629728830645,1023.2301708622274,4.579428026533819,70.2997874936742,91.07918996822303,36.49909605760508,23.68172780731363,1544.9566434329643,21.484095073194936,-178.67909833622423,America/Sao_Paulo,GMT-3,-10800,Suave (Verde)
20.054957794708706,57.375768230705745,1.0,28.85559030641113,1003.8593160384974,50.65593718011067,11.186497486804758,40.45743341034574,22.986605488205512,925.4833659924352,47.62800902637804,83.37246216838268,344.53648503989007,41.20552798626397,18.034057027884714,1270.4074288028853,-39.05925735034404,145.27504557902097,America/Sao_Paulo,GMT-3,-10800,Suave (Verde)
34.25064785728159,18.218574391955332,0.0,1.058645969081482,925.7845300121216,36.74227114125722,85.72695513986119,29.019433088154067,20.483789130416238,934.4841626378488,16.049538541289408,47.135311851771974,89.3703229276801,8.220289789505292,1.445435504260142,1916.4386812863477,-13.607629438880451,179.82437386105562,America/Sao_Paulo,GMT-3,-10800,Suave (Verde)
41.86358500148364,54.26645957202961,1.0,5.622294119324442,924.0943464796213,48.03976044104721,63.239485994919676,20.608602294184667,18.567802538144676,1006.2310279458451,7.193121320528718,88.42479848339565,131.98498866616637,13.89958857712005,47.2461760578304,1911.0466614750117,5.83528056298195,-82.92083807614387,America/Sao_Paulo,GMT-3,-10800,Estável (Suporte Disponível)
26.129201843785808,49.571139597730394,0.0,2.7664523714477895,929.8357603263413,49.324878164438495,53.076696807462866,42.99891669218717,29.443969208297368,1017.9365985296307,3.043711597446986,75.70634456421249,319.7330575709669,23.63774226289629,8.183956515098085,674.484305507076,14.810644747456791,138.23364307704963,America/Sao_Paulo,GMT-3,-10800,Estável (Suporte Disponível)
13.461647054238469,10.528779851375901,1.0,58.13878432766139,1047.2704412498654,45.965656995989626,28.03788569505442,24.48202346774189,15.017740196429092,924.4851411553244,40.54157681474737,65.05960495658148,64.59654538664037,18.45012204189561,12.697081427567289,799.3494048785907,-47.78055590556439,-12.81245631634971,America/Sao_Paulo,GMT-3,-10800,Severo (Alerta Vermelho)
-12.719119630060469,59.839380586036285,1.0,30.600596022547023,928.8971409971333,9.310265767142,76.70046488405117,14.12945398599783,10.072238772674535,1029.12137479341,27.807447941513644,69.21359862709413,116.59956795406002,17.429745505382265,41.788772914409414,1136.713485686702,4.947455986982192,51.64430066724063,America/Sao_Paulo,GMT-3,-10800,Severo (Alerta Vermelho)
44.34217459066912,79.26033485358609,0.0,10.877919828385487,918.8205129103746,3.731608038586083,99.37598498391252,40.73365815081633,26.330344597193427,902.9187242308308,30.892782039611866,13.638598974342475,76.62843785727277,16.997665182759967,48.192465582905385,1613.2589985080706,46.10885243630702,-114.29828773038064,America/Sao_Paulo,GMT-3,-10800,Suave (Verde)
44.26436569391002,51.14327490478758,1.0,58.66314542865462,956.2788974739598,39.1768089419773,56.52329236947647,26.180105023275804,2.574399300944669,1041.7672935710857,16.439940712279295,75.9613918979898,314.01839616689307,12.844385783920973,39.58181924997133,1868.807508160819,6.095738501243659,49.44271635080773,America/Sao_Paulo,GMT-3,-10800,Estável (Suporte Disponível)
-10.079126635429787,13.643872967980553,0.0,50.88288582912072,919.507333067933,3.5978001036449414,73.77567402613788,56.09578184815624,8.383258500509891,931.3821469079364,48.241431761924105,85.10493904914512,199.03486569126218,46.790086120622426,23.854664022699602,1141.8563253159975,-32.603347133816634,102.92698546244236,America/Sao_Paulo,GMT-3,-10800,Suave (Verde)
-29.372432467114187,80.41801960488834,1.0,56.18864087126275,997.2707010123257,37.67116976112139,12.267852675200707,35.501259576486504,28.321547489627157,916.8617901977045,-5.946889398719737,15.664441063782919,63.288931505690606,47.57743862005502,37.18847217411368,1035.6429932246187,43.84839990043591,-99.28470109074992,America/Sao_Paulo,GMT-3,-10800,Suave (Verde)
26.88440686379269,89.40402807768633,0.0,20.708414980765447,903.9786179804707,0.9943310795791693,11.877127322039504,13.010731702313997,26.42342726329127,904.0503403314192,-27.212809096719415,79.94957410127745,264.83480163935747,49.78889898863428,34.61687524247699,591.2852973640155,60.883440259738165,-146.40077911673876,America/Sao_Paulo,GMT-3,-10800,Suave (Verde)
49.411846800295606,85.79776255607582,1.0,36.22716662086013,920.4324035906835,23.732567855903824,7.138894063212653,16.72534481054673,21.823531733119765,1039.7297806246527,38.2397678928221,62.44335821549145,56.194685863181405,30.8032425760496,5.745758612093437,948.2403027633081,-56.27662389542959,-121.06943887555408,America/Sao_Paulo,GMT-3,-10800,Suave (Verde)
23.772776670819376,4.334068547465575,1.0,14.659180193630307,1021.7854055452218,39.66303265485293,11.39507086763949,50.129481495324974,4.4573181823144745,931.3862464117881,8.1843332834368,33.609509736847876,131.17851468533846,48.67696321109826,21.621560881191936,61.95975471707493,50.93604566133058,165.71912736079435,America/Sao_Paulo,GMT-3,-10800,Suave (Verde)
42.67979433896289,93.50216093258565,1.0,36.38138367990449,1028.75287809332,5.3174183597708335,58.635876197393664,11.24326155073086,15.591445666670197,911.1672700135324,17.555453118893183,15.007603112009294,202.05410061947842,3.870069786451291,30.38308110291063,1734.8661692903904,-73.73824051443968,-88.26513745930772,America/Sao_Paulo,GMT-3,-10800,Estável (Suporte Disponível)
-9.453662168223012,49.71033467741176,0.0,45.12803011486553,1032.1167156035099,42.343522409878254,44.7966076138888,47.7922636351468,22.641174155370003,1045.5586996760846,-24.555527896043714,1.186027461168293,337.0006589190743,39.297707101419,43.792613534901214,296.97808833972925,-40.43565647192445,173.4364871556009,America/Sao_Paulo,GMT-3,-10800,Suave (Verde)
